ordem,id,materia,titulo,artefato_ativo,status,proxima_acao
319,summary-geografia-geomorfologia-mundial,Geografia,Geomorfologia Mundial,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
320,summary-geografia-geopolitica-ambiental,Geografia,Geopolítica Ambiental,instrument:governanca-ambiental,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
321,summary-geografia-geopolitica-dos-recursos-hidricos,Geografia,Geopolítica dos Recursos Hídricos,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
322,summary-geografia-geopolitica-e-geoeconomia-da-america-latina,Geografia,Geopolítica e Geoeconomia da América Latina,instrument:geopolitica-america-latina,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
323,summary-geografia-geopolitica-e-geoeconomia-da-asia,Geografia,Geopolítica e Geoeconomia da Ásia,instrument:geopolitica-asia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
324,summary-geografia-globalizacao-e-processos-economicos-atuais,Geografia,Globalização e Processos Econômicos Atuais,instrument:supply-chain,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
325,summary-geografia-hidrogeografia-mundial,Geografia,Hidrogeografia Mundial,instrument:world-basin,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
326,summary-geografia-hidrogeografia-do-brasil,Geografia,Hidrogeografia do Brasil,instrument:brazilian-basins,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
327,summary-geografia-industria-i,Geografia,Indústria I,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
328,summary-geografia-industria-ii,Geografia,Indústria II,instrument:technopole,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
329,summary-geografia-linguagem-cartografica,Geografia,Linguagem Cartográfica,instrument:linguagem-cartografica,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
330,summary-geografia-matriz-energetica,Geografia,Matriz Energética,instrument:matriz-energetica,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
331,summary-geografia-mobilidade-populacional,Geografia,Mobilidade Populacional,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
332,summary-geografia-movimentos-da-terra,Geografia,Movimentos da Terra,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
333,summary-geografia-o-espaco-agrario-brasileiro,Geografia,O Espaço Agrário Brasileiro,instrument:agrarian,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
334,summary-geografia-o-espaco-industrial-brasileiro-i,Geografia,O Espaço Industrial Brasileiro I,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
335,summary-geografia-o-espaco-industrial-brasileiro-ii,Geografia,O Espaço Industrial Brasileiro II,instrument:espaco-industrial-brasileiro-ii,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
336,summary-geografia-o-espaco-urbano-i,Geografia,O Espaço Urbano I,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
337,summary-geografia-o-espaco-urbano-ii,Geografia,O Espaço Urbano II,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
338,summary-geografia-paisagem-espaco-geografico-e-ciencia-geografica,Geografia,"Paisagem, Espaço Geográfico e Ciência Geográfica",scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
339,summary-geografia-pedologia,Geografia,Pedologia,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
340,summary-geografia-politicas-ambientais-brasileiras,Geografia,Políticas Ambientais Brasileiras,instrument:politicas-ambientais-brasileiras,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
341,summary-geografia-producao-agricola-mundial,Geografia,Produção Agrícola Mundial,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
342,summary-geografia-producao-mineral,Geografia,Produção Mineral,instrument:mining,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
343,summary-geografia-questao-palestina,Geografia,Questão Palestina,instrument:questao-palestina,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
344,summary-geografia-relevo-brasileiro,Geografia,Relevo Brasileiro,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
345,summary-geografia-representacoes-graficas-e-cartograficas,Geografia,Representações Gráficas e Cartográficas,instrument:map-elements,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
346,summary-geografia-sistema-de-fusos-horarios,Geografia,Sistema de Fusos Horários,instrument:fusos-horarios,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
347,summary-geografia-tensoes-geopoliticas-na-europa,Geografia,Tensões Geopolíticas na Europa,instrument:conflito-europa,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
348,summary-geografia-terrorismo-internacional,Geografia,Terrorismo Internacional,instrument:terrorismo-internacional,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
349,geo-bonus-demografico,Geografia,Transição e bônus demográfico,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
350,summary-geografia-unilateralismo-e-multilateralismo,Geografia,Unilateralismo e Multilateralismo,instrument:unilateralismo-multilateralismo,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
351,summary-geografia-uniao-europeia,Geografia,União Europeia,instrument:uniao-europeia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
352,summary-geografia-africa-no-mundo-atual,Geografia,África no Mundo Atual,instrument:africa-mundo-atual,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
353,summary-geografia-agua-na-superficie-terrestre,Geografia,Água na Superfície Terrestre,instrument:agua-superficie,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
354,summary-historia-a-crise-do-antigo-sistema-colonial,História,A Crise do Antigo Sistema Colonial,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
355,summary-historia-a-era-vargas,História,A Era Vargas,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
356,summary-historia-a-era-vargas-o-estado-novo,História,A Era Vargas: o Estado Novo,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
357,summary-historia-a-era-vargas-o-governo-constitucional-1934-1937,História,A Era Vargas: o Governo Constitucional (1934-1937),scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
358,summary-historia-a-historia-e-o-brasil,História,A História e o Brasil,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
359,summary-historia-a-independencia-do-brasil,História,A Independência do Brasil,board:independencia-brasil,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
360,summary-historia-a-interiorizacao-da-colonizacao,História,A Interiorização da Colonização,instrument:interiorizacao-colonial,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
361,summary-historia-a-mineracao-no-brasil-colonial,História,A Mineração no Brasil Colonial,instrument:mineracao-colonial,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
362,summary-historia-a-montagem-da-colonizacao,História,A Montagem da Colonização,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
363,summary-historia-a-primeira-globalizacao,História,A Primeira Globalização,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
364,summary-historia-a-primeira-republica-o-declinio-oligarquico-1889-1930,História,A Primeira República: o Declínio Oligárquico (1889-1930),scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
365,summary-historia-a-republica-da-espada,História,A República da Espada,instrument:republica-da-espada,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
366,summary-historia-absolutismo,História,Absolutismo,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
367,summary-historia-alta-idade-media-e-feudalismo,História,Alta Idade Média e Feudalismo,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
368,summary-historia-america-espanhola,História,América Espanhola,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
369,summary-historia-america-latina-no-seculo-xx,História,América Latina no Século XX,instrument:america-latina-seculo-xx,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
370,summary-historia-america-no-seculo-xix,História,América no Século XIX,instrument:america-xix,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
371,summary-historia-antiguidade-classica-o-mundo-grego,História,Antiguidade Clássica: o Mundo Grego,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
372,summary-historia-antiguidade-classica-o-mundo-romano,História,Antiguidade Clássica: o Mundo Romano,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
373,summary-historia-ascensao-e-dominio-das-oligarquias,História,Ascensão e Domínio das Oligarquias,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
374,summary-historia-baixa-idade-media,História,Baixa Idade Média,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
375,summary-historia-brasil-imperio-formacao-do-estado-nacional-brasileiro,História,Brasil Império: Formação do Estado Nacional Brasileiro,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
376,summary-historia-brasil-imperio-segundo-reinado-1840-1889,História,Brasil Império: Segundo Reinado (1840-1889),instrument:segundo-reinado,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
377,summary-historia-brasil-imperio-o-declinio-do-segundo-reinado,História,Brasil Império: o Declínio do Segundo Reinado,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
378,summary-historia-brasil-imperio-o-periodo-regencial-1831-1840,História,Brasil Império: o Período Regencial (1831-1840),scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
379,summary-historia-descolonizacao-afro-asiatica,História,Descolonização Afro-Asiática,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
380,summary-historia-dinamica-interna-da-colonizacao,História,Dinâmica Interna da Colonização,instrument:dinamica-interna-colonizacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
381,summary-historia-disputas-europeias-no-brasil-colonial,História,Disputas Europeias no Brasil Colonial,instrument:disputas-europeias-brasil-colonial,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
382,summary-historia-europa-no-seculo-xix,História,Europa no Século XIX,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
383,summary-historia-grandes-navegacoes-e-conquista-colonial,História,Grandes Navegações e Conquista Colonial,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
384,summary-historia-grandes-revolucoes-do-seculo-xx,História,Grandes Revoluções do Século XX,instrument:grandes-revolucoes-seculo-xx,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
385,summary-historia-guerra-fria,História,Guerra Fria,instrument:guerra-fria,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
386,summary-historia-iluminismo,História,Iluminismo,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
387,summary-historia-imperialismo-e-belle-epoque,História,Imperialismo e Belle Époque,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
388,summary-historia-introducao-a-historia-e-primeiras-civilizacoes,História,Introdução à História e Primeiras Civilizações,experiment:sources,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
389,summary-historia-o-brasil-atual,História,O Brasil Atual,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
390,summary-historia-o-fim-da-guerra-fria,História,O Fim da Guerra Fria,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
391,summary-historia-o-nazismo-na-alemanha,História,O Nazismo na Alemanha,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
392,summary-historia-o-periodo-entreguerras-1918-1939,História,O Período Entreguerras (1918-1939),scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
393,summary-historia-primeira-guerra-mundial-1914-1918,História,Primeira Guerra Mundial (1914-1918),scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
394,summary-historia-reforma-religiosa,História,Reforma Religiosa,scene:movimento-dialetico,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
395,summary-historia-regime-militar-1964-1985-i,História,Regime Militar (1964-1985) I,instrument:regime-militar-i,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
396,summary-historia-regime-militar-1964-1985-ii,História,Regime Militar (1964-1985) II,instrument:regime-militar-ii,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
397,summary-historia-republica-liberal-1945-1964-democracia-em-tempos-de-guerra-fria,História,República Liberal (1945-1964): Democracia em Tempos de Guerra Fria,instrument:republica-liberal-democracia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
398,summary-historia-republica-liberal-1945-1964-desenvolvimentismo-e-populismo,História,República Liberal (1945-1964): Desenvolvimentismo e Populismo,instrument:republica-liberal-desenvolvimentismo,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
399,summary-historia-segunda-guerra-mundial-1939-1945,História,Segunda Guerra Mundial (1939-1945),instrument:segunda-guerra,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
400,summary-historia-vida-urbana-e-renascimento-cultural,História,Vida Urbana e Renascimento Cultural,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
401,summary-filosofia-a-alegoria-da-linha-dividida-e-o-conhecimento,Filosofia,A Alegoria da Linha Dividida e o Conhecimento,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
402,summary-filosofia-a-critica-da-razao-pura,Filosofia,A Crítica da Razão Pura,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
403,summary-filosofia-a-critica-de-hume-a-causalidade,Filosofia,A Crítica de Hume à Causalidade,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
404,summary-filosofia-a-escola-de-frankfurt-e-a-industria-cultural,Filosofia,A Escola de Frankfurt e a Indústria Cultural,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
405,summary-filosofia-a-luta-de-classes-na-filosofia-marxista,Filosofia,A Luta de Classes na Filosofia Marxista,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
406,summary-filosofia-a-relacao-entre-fe-e-razao,Filosofia,A Relação entre Fé e Razão,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
407,summary-filosofia-a-teoria-das-ideias-de-platao,Filosofia,A Teoria das Ideias de Platão,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
408,summary-filosofia-a-etica-kantiana-e-o-imperativo-categorico,Filosofia,A Ética Kantiana e o Imperativo Categórico,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
409,summary-filosofia-a-etica-a-nicomaco-e-a-doutrina-do-meio-termo,Filosofia,A Ética a Nicômaco e a Doutrina do Meio-Termo,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
410,summary-filosofia-alienacao-e-mais-valia,Filosofia,Alienação e Mais-Valia,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
411,summary-filosofia-descartes-e-o-metodo-a-duvida-hiperbolica,Filosofia,Descartes e o Método: a Dúvida Hiperbólica,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
412,summary-filosofia-empirismo-britanico-locke-berkeley-e-hume,Filosofia,"Empirismo Britânico: Locke, Berkeley e Hume",scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
413,summary-filosofia-escolastica-e-santo-tomas-de-aquino,Filosofia,Escolástica e Santo Tomás de Aquino,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
414,summary-filosofia-filosofia-politica-contemporanea,Filosofia,Filosofia Política Contemporânea,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
415,summary-filosofia-foucault-e-as-relacoes-de-poder,Filosofia,Foucault e as Relações de Poder,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
416,summary-filosofia-hegel-e-a-dialetica,Filosofia,Hegel e a Dialética,scene:movimento-dialetico,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
417,summary-filosofia-heraclito-e-parmenides-o-ser-e-o-devir,Filosofia,Heráclito e Parmênides: o Ser e o Devir,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
418,summary-filosofia-hobbes-e-o-estado-de-natureza,Filosofia,Hobbes e o Estado de Natureza,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
419,summary-filosofia-justica-e-direitos-humanos,Filosofia,Justiça e Direitos Humanos,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
420,summary-filosofia-locke-e-os-direitos-naturais,Filosofia,Locke e os Direitos Naturais,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
421,summary-filosofia-logica-e-metafisica-aristotelicas,Filosofia,Lógica e Metafísica Aristotélicas,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
422,summary-filosofia-nietzsche-e-a-critica-aos-valores-morais,Filosofia,Nietzsche e a Crítica aos Valores Morais,scene:movimento-dialetico,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
423,summary-filosofia-o-existencialismo-de-sartre,Filosofia,O Existencialismo de Sartre,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
424,summary-filosofia-o-ideal-iluminista-de-razao-e-progresso,Filosofia,O Ideal Iluminista de Razão e Progresso,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
425,summary-filosofia-o-materialismo-historico,Filosofia,O Materialismo Histórico,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
426,summary-filosofia-o-mito-da-caverna,Filosofia,O Mito da Caverna,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
427,summary-filosofia-o-metodo-socratico-e-a-maieutica,Filosofia,O Método Socrático e a Maiêutica,scene:movimento-dialetico,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
428,summary-filosofia-o-nascimento-da-filosofia-do-mito-ao-logos,Filosofia,O Nascimento da Filosofia: do Mito ao Logos,experiment:myth,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
429,summary-filosofia-os-filosofos-da-physis-tales-anaximandro-e-anaximenes,Filosofia,"Os Filósofos da Physis: Tales, Anaximandro e Anaxímenes",scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
430,summary-filosofia-os-sofistas-e-a-crise-da-verdade,Filosofia,Os Sofistas e a Crise da Verdade,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
431,summary-filosofia-patristica-e-santo-agostinho,Filosofia,Patrística e Santo Agostinho,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
432,summary-filosofia-politica-aristotelica-o-homem-como-animal-politico,Filosofia,Política Aristotélica: o Homem como Animal Político,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
433,summary-filosofia-racionalismo-continental-espinosa-e-leibniz,Filosofia,Racionalismo Continental: Espinosa e Leibniz,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
434,summary-filosofia-rousseau-e-a-vontade-geral,Filosofia,Rousseau e a Vontade Geral,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
435,summary-filosofia-etica-aplicada-e-bioetica,Filosofia,Ética Aplicada e Bioética,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
436,summary-sociologia-a-luta-de-classes-na-analise-sociologica,Sociologia,A Luta de Classes na Análise Sociológica,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
437,summary-sociologia-a-sociedade-da-informacao,Sociologia,A Sociedade da Informação,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
438,summary-sociologia-anomia-e-coesao-social,Sociologia,Anomia e Coesão Social,scene:grade-de-eixos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
439,summary-sociologia-cidadania-e-direitos,Sociologia,Cidadania e Direitos,scene:escala-de-graus,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
440,summary-sociologia-classes-sociais-e-mobilidade-social,Sociologia,Classes Sociais e Mobilidade Social,scene:grade-de-eixos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
441,summary-sociologia-cultura-e-etnocentrismo,Sociologia,Cultura e Etnocentrismo,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
442,summary-sociologia-democracia-e-participacao-politica,Sociologia,Democracia e Participação Política,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
443,summary-sociologia-desigualdade-racial-no-brasil,Sociologia,Desigualdade Racial no Brasil,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
444,summary-sociologia-desigualdade-de-genero,Sociologia,Desigualdade de Gênero,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
445,summary-sociologia-divisao-social-do-trabalho,Sociologia,Divisão Social do Trabalho,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
446,summary-sociologia-dominacao-e-poder-em-weber,Sociologia,Dominação e Poder em Weber,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
447,summary-sociologia-educacao-e-socializacao-em-durkheim,Sociologia,Educação e Socialização em Durkheim,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
448,summary-sociologia-globalizacao-economica-e-cultural,Sociologia,Globalização Econômica e Cultural,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
449,summary-sociologia-identidade-e-diferenca,Sociologia,Identidade e Diferença,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
450,summary-sociologia-ideologia-e-alienacao,Sociologia,Ideologia e Alienação,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
451,summary-sociologia-modo-de-producao-e-estrutura-social,Sociologia,Modo de Produção e Estrutura Social,scene:camadas-de-determinacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
452,summary-sociologia-movimentos-sociais-classicos-e-contemporaneos,Sociologia,Movimentos Sociais Clássicos e Contemporâneos,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
453,summary-sociologia-multiculturalismo-e-relativismo-cultural,Sociologia,Multiculturalismo e Relativismo Cultural,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
454,summary-sociologia-o-contexto-historico-do-surgimento-da-sociologia,Sociologia,O Contexto Histórico do Surgimento da Sociologia,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
455,summary-sociologia-o-estado-nacao-na-era-global,Sociologia,O Estado-Nação na Era Global,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
456,summary-sociologia-o-que-e-o-fato-social,Sociologia,O que é o Fato Social,scene:criterios-conjuntivos,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
457,summary-sociologia-precarizacao-e-uberizacao-do-trabalho,Sociologia,Precarização e Uberização do Trabalho,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
458,summary-sociologia-sociologia-e-senso-comum,Sociologia,Sociologia e Senso Comum,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
459,summary-sociologia-solidariedade-mecanica-e-solidariedade-organica,Sociologia,Solidariedade Mecânica e Solidariedade Orgânica,experiment:solidarity,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
460,summary-sociologia-tipos-de-acao-social,Sociologia,Tipos de Ação Social,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
461,summary-sociologia-transformacoes-no-mundo-do-trabalho,Sociologia,Transformações no Mundo do Trabalho,scene:contraste-de-posicoes,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
462,summary-sociologia-etica-protestante-e-o-espirito-do-capitalismo,Sociologia,Ética Protestante e o Espírito do Capitalismo,scene:cadeia-de-derivacao,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
463,summary-literatura-a-arte-e-suas-linguagens,Literatura,A Arte e suas Linguagens,instrument:art-languages,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
464,summary-literatura-a-estetica-barroca,Literatura,A Estética Barroca,instrument:baroque,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
465,summary-literatura-a-estetica-neoclassica,Literatura,A Estética Neoclássica,instrument:neoclassic,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
466,summary-literatura-a-estetica-realista,Literatura,A Estética Realista,instrument:realism,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
467,summary-literatura-a-estetica-romantica-poesia,Literatura,A Estética Romântica: Poesia,instrument:romantic-poetry,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
468,summary-literatura-a-estetica-romantica-prosa,Literatura,A Estética Romântica: Prosa,scene:tipologia,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
469,summary-literatura-artes-plasticas-brasileiras,Literatura,Artes Plásticas Brasileiras,instrument:brazilian-visual-arts,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
470,summary-literatura-brasil-primeiros-registros,Literatura,Brasil: Primeiros Registros,instrument:first-records,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
471,summary-literatura-cancioneiro-popular-brasileiro,Literatura,Cancioneiro Popular Brasileiro,instrument:popular-songbook,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
472,summary-literatura-carlos-drummond-de-andrade,Literatura,Carlos Drummond de Andrade,instrument:carlos-drummond,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
473,summary-literatura-clarice-lispector,Literatura,Clarice Lispector,instrument:clarice-lispector,nao-revisado,inspecionar mecanismo e fontes; redesenhar quando necessario
